id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q34517851,monarch of Tuvalu,Q672,,,,,,,,
Q644809,Governor-General of Tuvalu,Q672,Q672,,,1978-10-01,,,,Governor-General of Tuvalu
Q592866,Prime Minister of Tuvalu,Q672,Q672,,,1978-10-01,,Q110594431,,Prime Minister of Tuvalu
Q110594481,Deputy Prime Minister of Tuvalu,Q672,Q672,,,,,,,
Q110594466,Minister of Commerce and Natural Resources,Q672,Q672,,,,,,,
Q110594649,Minister of Community Affairs,Q672,Q672,,,,,,,
Q110594645,Minister of Education,Q672,Q672,,,,,,,
Q105063536,Minister of Finance of Tuvalu,,,,,,,,,Minister of Finance of Tuvalu
Q110594710,Minister of Fisheries,Q672,Q672,,,,,,,
Q110594602,Minister of Foreign Affairs,Q672,Q672,,,,,,,
Q110594644,Minister of Health,Q672,Q672,,,,,,,
Q110594641,Minister for Home Affairs,Q672,Q672,,,,,,,
Q110594849,Minister of Justice,Q672,Q672,,,,,,,
Q110594489,Minister of Natural Resources,Q672,Q672,,,,,,,
Q110594698,Minister for Public Utilities,Q672,Q672,,,,,,,
Q110594469,Minister of Social Services,Q672,Q672,,,,,,,
Q110594819,Minister of Transport,Q672,Q672,,,,,,,
Q110594668,Minister for Tourism,Q672,Q672,,,,,,,
Q110594666,Minister for Women,Q672,Q672,,,,,,,
Q110594465,Minister for Works and Communications,Q672,Q672,,,,,,,
Q11812635,Speaker of the Parliament of Tuvalu,,Q672,,,,,,,Speaker of the Parliament of Tuvalu
